醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日
1132071036,長庚醫療財團法人桃園長庚紀念醫院,醫院,(03)3196200,桃園市龜山區頂湖路１２３號、１２３之１號,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,復健－聽力檢查業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,胸部低劑量電腦斷層檢查,腹膜透析業務","家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,牙體復形科,牙周病科,齒顎矯正科,兒童牙科,家庭牙醫科,中醫一般科,麻醉科,核子醫學科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診全年無休，門診開診日及開診科別依本院全球資訊網之網路掛號服務公告為準,68000,20010207
1532070019,大明醫院,醫院,(03)3202792,桃園市龜山區龜山里萬壽路二段９６４號、９６６號,北區業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療","內科,外科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,19950301
1502050045,德謙醫院,醫院,(07)3210981,高雄市三民區九如二路１８號,高屏業務組,3,"急診業務,門診診療,住院診療,分娩","兒科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午休診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,64000,19950301
1107320017,義大醫療財團法人義大大昌醫院,醫院,(07)5599123,高雄市三民區大昌一路３０５號地下３樓至地上１０樓,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,分娩,胸部低劑量電腦斷層檢查,腹膜透析業務","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,口腔顎面外科,家庭牙醫科,中醫一般科,麻醉科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診24小時服務,64000,20160926
0907320012,愛仁醫療社團法人愛仁醫院,醫院,(07)3115159,高雄市三民區民族一路４５號１樓至４樓及４９．５１號１樓至４樓,高屏業務組,3,"復健－物理治療業務,急診業務,門診診療,住院診療","家醫科,內科,骨科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,20120319
1502051337,謝外科醫院,醫院,(07)2360121,高雄市三民區河北一路３３０號,高屏業務組,3,"門診診療,住院診療",外科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,星期六晚上及星期日整天無看診,64000,20010312
1507320015,新高醫院,醫院,(07)3828814,高雄市三民區莊敬路２８８號１-９樓,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析","內科,眼科,復健科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,20111111
1502050296,文雄醫院,醫院,(07)3165275,高雄市三民區察哈爾二街１３２號地下１層地上１至５層,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,急診業務,門診診療,住院診療,血液透析","內科,外科,骨科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,19971210
1502050170,祐生醫院,醫院,(07)2866688,高雄市三民區鳳北里建國三路６０號,高屏業務組,3,"急診業務,門診診療,住院診療,血液透析,分娩,腹膜透析業務","家醫科,內科,外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,19950301
1502051426,四季台安醫院,醫院,(07)3983000,高雄市三民區聯興路１５７號，聯興路１４５巷１號１－３樓,高屏業務組,3,"急診業務,門診診療,住院診療,分娩","外科,婦產科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,64000,20060607
1442060014,財團法人台灣省私立高雄仁愛之家附設慈惠醫院,精神科醫院,(07)7030315,高雄市大寮區後庄里鳳屏一路５０９號,高屏業務組,2,"急診業務,門診診療,住院診療,精神病患者居家照護,精神科日間住院治療",精神科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,星期六為不固定開診,64000,19950301
1542061077,樂生婦幼醫院,醫院,(07)7862688,高雄市大寮區鳳林三路５３２號,高屏業務組,3,"門診診療,住院診療,分娩","兒科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午休診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,20000115
1542061148,瑞生醫院,醫院,(07)7835175,高雄市大寮區鳳林四路192號,高屏業務組,3,"急診業務,門診診療,住院診療,分娩","內科,外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,07:00-08:00，12:00-14:00，18:00-19:00，22:00-23:00,64000,20050101
1102110011,高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）,綜合醫院,(07)8036783,高雄市小港區山明里山明路４８２號Ｂ１－１０樓,高屏業務組,2,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,精神病患者居家照護,義肢業務,胸部低劑量電腦斷層檢查,精神科日間住院治療,腹膜透析業務","家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,職業醫學科,急診醫學科,牙科,家庭牙醫科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,本院急診全年24小時全天候看診,64000,19981012
1502111089,戴銘浚婦兒醫院,專科醫院,(07)8061289,高雄市小港區宏平路６６１號１至７樓,高屏業務組,3,"急診業務,門診診療,住院診療,分娩","兒科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,64000,20020923
1502110064,安泰醫院,醫院,(07)8017856,高雄市小港區學府路１１１號,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療","內科,外科,骨科,神經科,復健科,整形外科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,19971022
1507300059,維馨乳房外科醫院,專科醫院,(07)9763998,高雄市左營區立信路２４６號,高屏業務組,3,"門診診療,住院診療","外科,麻醉科,放射腫瘤科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,20190924
0502030015,國軍左營總醫院附設民眾診療服務處,綜合醫院,(07)5817121,高雄市左營區合群里軍校路５５３號,高屏業務組,2,"復健－物理治療業務,復健－職能治療業務,急診業務,門診診療,住院診療,血液透析,分娩,精神病患者居家照護,義肢業務,胸部低劑量電腦斷層檢查,精神科日間住院治療,腹膜透析業務","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,中醫一般科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,19950301
1502031095,馨蕙馨醫院,醫院,(07)5586080,高雄市左營區明誠二路五四一號,高屏業務組,3,"門診診療,住院診療,分娩,胸部低劑量電腦斷層檢查","家醫科,內科,外科,婦產科,眼科,整形外科,牙科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,114年1月1日上午正常門診.,64000,20000608
1507300077,博田國際醫院,綜合醫院,(07)5562217,高雄市左營區博愛二路１００號,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療","家醫科,內科,外科,骨科,神經外科,泌尿科,眼科,皮膚科,神經科,復健科,整形外科,中醫一般科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,20200821
1507300022,博愛蕙馨醫院,醫院,(07)8628880,高雄市左營區博愛二路２０號１－7樓,高屏業務組,3,"急診業務,門診診療,住院診療,分娩","兒科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,114年1／28（除夕）至2／2（初五）休診        2／3（初六）恢復正常門診,64000,20151116
1502031102,柏仁醫院,專科醫院,(07)5508888,高雄市左營區博愛二路三五０號（一樓至三樓）,高屏業務組,3,"急診業務,門診診療,住院診療,分娩","外科,兒科,婦產科,麻醉科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,64000,20030520
1507300068,鈞安婦幼聯合醫院,專科醫院,(07)3480088,高雄市左營區華夏路６０９號地下１層至地上６層,高屏業務組,3,"門診診療,住院診療,分娩","兒科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,24小時急診及接生,64000,20200221
0542020011,國軍高雄總醫院岡山分院附設民眾診療服務處,醫院,(07)6250919,高雄市岡山區大義二路１號,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,胸部低劑量電腦斷層檢查","家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,神經科,精神科,復健科,牙科,中醫一般科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,24小時急診、本院設有中醫門診、早療服務、體外震波碎石中心、洗腎中心、高壓氧治療,64000,19950301
1542020067,光雄長安醫院,醫院,(07)6219156,高雄市岡山區岡山路３８０－１號，３７８號，３７６號Ｂ１－７樓,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,急診業務,門診診療,住院診療,義肢業務","內科,外科,骨科,泌尿科,神經科,復健科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,19950301
1542020058,劉嘉修醫院,醫院,(07)6221231,高雄市岡山區岡山路４２６及４２８號,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療","內科,外科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,64000,19950301
1542021171,惠川醫院,醫院,(07)6229292,高雄市岡山區岡山路９２號,高屏業務組,3,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),急診業務,門診診療,住院診療,血液透析","內科,外科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,64000,20040409
1542020129,樂安醫院,精神科醫院,(07)6256791,高雄市岡山區後協里通校路３００號,高屏業務組,3,"門診診療,住院診療,精神病患者居家照護","精神科,牙科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,64000,19981117
1307020025,財團法人私立高雄醫學大學附設高醫岡山醫院,醫院,(07)6261000,高雄市岡山區捷安路８號地下３樓至６樓及１０樓,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩,胸部低劑量電腦斷層檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙髓病科,贋復補綴牙科,口腔顎面外科,中醫一般科,麻醉科,病理科,放射腫瘤科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,20240417
0942020019,高雄市立岡山醫院（委託秀傳醫療社團法人經營）,醫院,(07)6222131,高雄市岡山區壽天路１２號,高屏業務組,3,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,急診業務,門診診療,住院診療,血液透析,義肢業務,胸部低劑量電腦斷層檢查","家醫科,內科,外科,骨科,泌尿科,神經科,復健科,急診醫學科,牙科,中醫一般科,麻醉科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,全年提供24小時急診服務。,64000,20090701
1542050056,建佑醫院,醫院,(07)6437901,高雄市林園區東林西路３６０，３６２號，３９９號，４０７巷７號,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,急診業務,門診診療,住院診療,血液透析,義肢業務,胸部低劑量電腦斷層檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,整形外科,牙科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,急診24小時,64000,19950301
1542051151,霖園醫院,醫院,(07)6413399,高雄市林園區林園里林園北路２４４號,高屏業務組,3,"急診業務,門診診療,住院診療","家醫科,骨科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,64000,20071119
1502070118,健新醫院,醫院,(07)2613866,高雄市前金區七賢二路２９５號,高屏業務組,3,"急診業務,門診診療,住院診療,分娩","兒科,婦產科,麻醉科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,19950301
1507340017,中正脊椎骨科醫院,醫院,(07)2855999,高雄市前金區中正四路９９號１樓及１００號地下１樓，地上１３樓,高屏業務組,3,"復健－物理治療業務,門診診療,住院診療","內科,外科,骨科,神經外科,復健科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,64000,20110310
1507340053,重仁骨科醫院,專科醫院,(07)2813136,高雄市前金區中華三路２４７號１－６樓,高屏業務組,3,"復健－物理治療業務,門診診療,住院診療","家醫科,骨科,神經外科,麻醉科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,20210701
0102070020,高雄市立大同醫院（委託財團法人私立高雄醫學大學經營),綜合醫院,(07)2911101,高雄市前金區中華三路６８號,高屏業務組,2,,,20241231,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診24小時提供服務,64000,20100101
0107340027,高雄市立大同醫院,綜合醫院,(07)2911101,高雄市前金區中華三路６８號,高屏業務組,2,"復健－物理治療業務,復健－職能治療業務,復健－聽力檢查業務,復健－語言治療業務,急診業務,門診診療,住院診療,血液透析,分娩","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,家庭牙醫科,麻醉科,放射腫瘤科,放射診斷科,解剖病理科",20250228,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,24小時提供急診服務,64000,20250101
1507340026,上琳醫院,醫院,(07)2828668,高雄市前金區自強一路６７號B１-７樓,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療","家醫科,內科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,64000,20120719
1507340044,活力得中山脊椎外科醫院,醫院,(07)2317108,高雄市前金區青年二路６號１－３樓,高屏業務組,3,"復健－物理治療業務,門診診療,住院診療","外科,骨科,麻醉科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,20161101
1507360028,新正薪醫院,醫院,(07)9705335,高雄市前鎮區一心一路２３３號１－４樓,高屏業務組,3,"急診業務,門診診療,住院診療,分娩","內科,外科,兒科,婦產科,泌尿科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,24小時接生,64000,20160613
1507360019,瑞祥醫院,醫院,(07)7717503,高雄市前鎮區班超路９２號１－７樓,高屏業務組,3,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,急診業務,門診診療,住院診療","家醫科,神經科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,20160616
1502090209,吳昆哲婦產小兒科醫院,醫院,(07)3319611,高雄市前鎮區興東里民權二路４３０號,高屏業務組,3,"急診業務,門診診療,住院診療,分娩","兒科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,64000,19990923
